,DATE,time-int2,ENTRIES,EXITS,ent,exit,date-true,day,month
425,11/22/2015,0,961723.0,2411248.0,0,0,2015-11-22,6,11
426,11/22/2015,4,961750.0,2411275.0,27,27,2015-11-22,6,11
427,11/22/2015,8,961758.0,2411327.0,35,79,2015-11-22,6,11
428,11/22/2015,12,961782.0,2411590.0,59,342,2015-11-22,6,11
429,11/22/2015,16,961999.0,2412132.0,276,884,2015-11-22,6,11
430,11/22/2015,20,962340.0,2412562.0,617,1314,2015-11-22,6,11
431,11/23/2015,0,962431.0,2412647.0,0,0,2015-11-23,0,11
432,11/23/2015,4,962440.0,2412655.0,9,8,2015-11-23,0,11
433,11/23/2015,8,962480.0,2412842.0,49,195,2015-11-23,0,11
434,11/23/2015,12,962684.0,2413694.0,253,1047,2015-11-23,0,11
435,11/23/2015,16,963054.0,2414255.0,623,1608,2015-11-23,0,11
436,11/23/2015,20,964186.0,2414968.0,1755,2321,2015-11-23,0,11
437,11/24/2015,0,964478.0,2415083.0,0,0,2015-11-24,1,11
438,11/24/2015,4,964489.0,2415091.0,11,8,2015-11-24,1,11
439,11/24/2015,8,964522.0,2415268.0,44,185,2015-11-24,1,11
440,11/24/2015,12,964746.0,2416104.0,268,1021,2015-11-24,1,11
441,11/24/2015,16,965143.0,2416658.0,665,1575,2015-11-24,1,11
442,11/24/2015,20,966230.0,2417398.0,1752,2315,2015-11-24,1,11
443,11/25/2015,0,966522.0,2417541.0,0,0,2015-11-25,2,11
444,11/25/2015,4,966540.0,2417550.0,18,9,2015-11-25,2,11
445,11/25/2015,8,966565.0,2417715.0,43,174,2015-11-25,2,11
446,11/25/2015,12,966759.0,2418423.0,237,882,2015-11-25,2,11
447,11/25/2015,16,967420.0,2419123.0,898,1582,2015-11-25,2,11
448,11/25/2015,20,968090.0,2419702.0,1568,2161,2015-11-25,2,11
449,11/26/2015,0,968290.0,2419817.0,0,0,2015-11-26,3,11
450,11/26/2015,4,968306.0,2419831.0,16,14,2015-11-26,3,11
451,11/26/2015,8,968311.0,2419862.0,21,45,2015-11-26,3,11
452,11/26/2015,12,968331.0,2419992.0,41,175,2015-11-26,3,11
453,11/26/2015,16,968381.0,2420199.0,91,382,2015-11-26,3,11
454,11/26/2015,20,968440.0,2420368.0,150,551,2015-11-26,3,11
455,11/27/2015,0,968462.0,2420445.0,0,0,2015-11-27,4,11
456,11/27/2015,4,968469.0,2420458.0,7,13,2015-11-27,4,11
457,11/27/2015,8,968471.0,2420535.0,9,90,2015-11-27,4,11
458,11/27/2015,12,968549.0,2420899.0,87,454,2015-11-27,4,11
459,11/27/2015,16,968875.0,2421612.0,413,1167,2015-11-27,4,11
460,11/27/2015,20,969323.0,2422148.0,861,1703,2015-11-27,4,11
461,12/19/2015,0,1001168.0,2472457.0,0,0,2015-12-19,5,12
462,12/19/2015,4,1001192.0,2472479.0,24,22,2015-12-19,5,12
463,12/19/2015,8,1001195.0,2472525.0,27,68,2015-12-19,5,12
464,12/19/2015,12,1001237.0,2472878.0,69,421,2015-12-19,5,12
465,12/19/2015,16,1001473.0,2473842.0,305,1385,2015-12-19,5,12
466,12/19/2015,20,1001765.0,2474713.0,597,2256,2015-12-19,5,12
467,12/20/2015,0,1001891.0,2474896.0,0,0,2015-12-20,6,12
468,12/20/2015,4,1001901.0,2474914.0,10,18,2015-12-20,6,12
469,12/20/2015,8,1001902.0,2474946.0,11,50,2015-12-20,6,12
470,12/20/2015,12,1001923.0,2475200.0,32,304,2015-12-20,6,12
471,12/20/2015,16,1002094.0,2476045.0,203,1149,2015-12-20,6,12
472,12/20/2015,20,1002390.0,2476702.0,499,1806,2015-12-20,6,12
473,12/21/2015,0,1002471.0,2476785.0,0,0,2015-12-21,0,12
474,12/21/2015,4,1002478.0,2476792.0,7,7,2015-12-21,0,12
475,12/21/2015,8,1002494.0,2476930.0,23,145,2015-12-21,0,12
476,12/21/2015,12,1002602.0,2477722.0,131,937,2015-12-21,0,12
477,12/21/2015,16,1002826.0,2478482.0,355,1697,2015-12-21,0,12
478,12/21/2015,20,1003460.0,2479511.0,989,2726,2015-12-21,0,12
479,12/22/2015,0,1003625.0,2479701.0,0,0,2015-12-22,1,12
480,12/22/2015,4,1003639.0,2479707.0,14,6,2015-12-22,1,12
481,12/22/2015,8,1003653.0,2479849.0,28,148,2015-12-22,1,12
482,12/22/2015,12,1003781.0,2480627.0,156,926,2015-12-22,1,12
483,12/22/2015,16,1004001.0,2481343.0,376,1642,2015-12-22,1,12
484,12/22/2015,20,1004598.0,2482422.0,973,2721,2015-12-22,1,12
485,12/23/2015,0,1004743.0,2482553.0,0,0,2015-12-23,2,12
486,12/23/2015,4,1004754.0,2482558.0,11,5,2015-12-23,2,12
487,12/23/2015,8,1004772.0,2482681.0,29,128,2015-12-23,2,12
488,12/23/2015,12,1004862.0,2483409.0,119,856,2015-12-23,2,12
489,12/23/2015,16,1005220.0,2484228.0,477,1675,2015-12-23,2,12
490,12/23/2015,20,1005991.0,2485200.0,1248,2647,2015-12-23,2,12
491,12/24/2015,0,1006138.0,2485334.0,0,0,2015-12-24,3,12
492,12/24/2015,4,1006154.0,2485357.0,16,23,2015-12-24,3,12
493,12/24/2015,8,1006158.0,2485433.0,20,99,2015-12-24,3,12
494,12/24/2015,12,1006215.0,2485918.0,77,584,2015-12-24,3,12
495,12/24/2015,16,1006454.0,2486635.0,316,1301,2015-12-24,3,12
496,12/24/2015,20,1006689.0,2487090.0,551,1756,2015-12-24,3,12
497,12/25/2015,0,1006729.0,2487184.0,0,0,2015-12-25,4,12
498,12/25/2015,4,1006739.0,2487190.0,10,6,2015-12-25,4,12
499,12/25/2015,8,1006740.0,2487201.0,11,17,2015-12-25,4,12
500,12/25/2015,12,1006750.0,2487262.0,21,78,2015-12-25,4,12
501,12/25/2015,16,1006801.0,2487402.0,72,218,2015-12-25,4,12
502,12/25/2015,20,1006877.0,2487596.0,148,412,2015-12-25,4,12
